game_date,top_team,top_final,bottom_final,bottom_team,top_spread,top_spread_odds,top_ml_odds,top_total,top_total_odds,bottom_spread,bottom_spread_odds,bottom_ml_odds,bottom_total,bottom_total_odds
2018-11-06,Kentucky,84,118,Duke,-2.5,-110,-140,159.5,-110,2.5,-110,120,159.5,-110
2018-11-06,Pacific,74,65,SIUEdwardsville,-7.5,-110,-330,146.5,-110,7.5,-110,270,146.5,-110
2018-11-06,Texas,71,59,EasternIllinois,-23.0,-110,-12500,141.0,-110,23.0,-110,5000,141.0,-110
2018-11-06,Creighton,78,67,WesternIllinois,-20.5,-110,-4250,153.0,-110,20.5,-110,2125,153.0,-110
2018-11-06,Elon,62,56,Manhattan,-1.5,-110,-123,141.5,-110,1.5,-110,103,141.5,-110
2018-11-06,UCLA,96,71,IPFW,-13.5,-110,-850,165.0,-110,13.5,-110,575,165.0,-110
2018-11-06,UtahState,101,71,MontanaState,-4.0,-110,-190,152.5,-110,4.0,-110,165,152.5,-110
2018-11-06,CalIrvine,86,68,IdahoU,-15.0,-110,-1450,138.5,-110,15.0,-110,950,138.5,-110
2018-11-06,SanDiego,83,66,WeberState,-5.0,-110,-235,148.0,-110,5.0,-110,195,148.0,-110
2018-11-06,Providence,77,67,Siena,-19.5,-110,-3500,143.0,-110,19.5,-110,1750,143.0,-110
2018-11-06,Gonzaga,120,79,IdahoState,-29.5,-110,-33000,154.0,-110,29.5,-110,11000,154.0,-110
2018-11-06,Kansas,92,87,MichiganState,-4.5,-110,-220,153.5,-110,4.5,-110,180,153.5,-110
2018-11-06,Temple,75,67,LaSalle,-8.0,-110,-370,146.5,-110,8.0,-110,310,146.5,-110
2018-11-06,Virginia,73,42,Towson,-26.0,-110,-16500,129.0,-110,26.0,-110,6500,129.0,-110
2018-11-06,BostonCollege,73,53,WiscMilwaukee,-16.0,-110,-1550,147.5,-110,16.0,-110,1025,147.5,-110
2018-11-06,Pittsburgh,69,53,YoungstownState,-13.5,-110,-1100,154.5,-110,13.5,-110,700,154.5,-110
2018-11-06,NotreDame,84,67,IllinoisChicago,-11.5,-110,-750,147.0,-110,11.5,-110,525,147.0,-110
2018-11-06,WesternMichigan,89,76,DetroitU,-11.5,-110,-750,153.5,-110,11.5,-110,525,153.5,-110
2018-11-06,Davidson,83,63,ClevelandState,-18.5,-110,-3500,148.0,-110,18.5,-110,1750,148.0,-110
2018-11-06,GeorgeMason,71,72,Pennsylvania,-4.5,-110,-210,146.0,-110,4.5,-110,175,146.0,-110
2018-11-06,BallState,86,69,IndianaState,-7.0,-110,-300,147.5,-110,7.0,-110,250,147.5,-110
2018-11-06,Auburn,101,58,SouthAlabama,-20.5,-110,-3500,160.0,-110,20.5,-110,1750,160.0,-110
2018-11-06,Maryland,73,67,Delaware,-20.5,-110,-3850,144.0,-110,20.5,-110,1925,144.0,-110
2018-11-06,Nevada,86,70,BYU,-12.0,-110,-900,158.0,-110,12.0,-110,600,158.0,-110
2018-11-06,WichitaState,58,71,LouisianaTech,-9.5,-110,-525,146.5,-110,9.5,-110,415,146.5,-110
2018-11-06,Xavier,82,69,IUPUI,-18.0,-110,-2200,148.0,-110,18.0,-110,1315,148.0,-110
2018-11-06,ArizonaState,102,94,CSFullerton,-12.5,-110,-1000,157.0,-110,12.5,-110,650,157.0,-110
2018-11-06,FloridaState,81,60,Florida,-4.5,-110,-220,150.0,-110,4.5,-110,180,150.0,-110
2018-11-06,NewMexico,87,84,CSNorthridge,-15.5,-110,-1700,158.5,-110,15.5,-110,1100,158.5,-110
2018-11-06,OregonState,72,59,CalRiverside,-18.5,-110,-2400,140.5,-110,18.5,-110,1375,140.5,-110
2018-11-06,UCDavis,42,76,SanFrancisco,-1.5,-110,-123,137.0,-110,1.5,-110,103,137.0,-110
2018-11-06,Wyoming,66,76,CalSantaBarb,-6.0,-110,-255,157.5,-110,6.0,-110,215,157.5,-110
2018-11-06,WashingtonU,73,55,WesternKentucky,-9.5,-110,-475,153.0,-110,9.5,-110,380,153.0,-110
2018-11-06,Oregon,84,57,PortlandState,-23.5,-110,-5500,157.5,-110,23.5,-110,2625,157.5,-110
2018-11-06,ULMonroe,75,66,JacksonState,-10.5,-110,-500,133.0,-110,10.5,-110,400,133.0,-110
2018-11-06,OldDominion,67,44,Navy,-14.5,-110,-1400,131.0,-110,14.5,-110,925,131.0,-110
2018-11-06,Monmouth,61,85,Lehigh,-1.5,-110,-130,154.0,-110,1.5,-110,110,154.0,-110
2018-11-06,Tulsa,73,56,AlcornState,-21.0,-110,-6000,144.0,-110,21.0,-110,2750,144.0,-110
2018-11-06,Wisconsin,85,63,CoppinState,-31.5,-110,-54000,135.0,-110,31.5,-110,18000,135.0,-110
2018-11-06,Missouri,68,55,CentralArkansas,-19.5,-110,-3750,148.0,-110,19.5,-110,1875,148.0,-110
2018-11-06,Binghamton,75,86,Cornell,-0.0,-110,-117,144.0,-110,0.0,-110,-103,144.0,-110
2018-11-06,Vanderbilt,92,79,Winthrop,-15.0,-110,-1400,150.0,-110,15.0,-110,925,150.0,-110
2018-11-06,SouthDakotaState,79,74,GrandCanyon,-9.5,-110,-550,154.5,-110,9.5,-110,425,154.5,-110
2018-11-06,Northeastern,74,77,BostonU,-14.0,-110,-1100,146.0,-110,14.0,-110,700,146.0,-110
2018-11-06,IowaState,79,53,AlabamaState,-27.5,-110,-36000,151.0,-110,27.5,-110,12000,151.0,-110
2018-11-06,Georgetown,68,53,MDEasternShore,-30.5,-110,-27500,150.0,-110,30.5,-110,9500,150.0,-110
2018-11-06,LSU,94,63,SELouisiana,-20.5,-110,-5000,149.0,-110,20.5,-110,2500,149.0,-110
2018-11-06,EastCarolina,81,56,DelawareState,-17.0,-110,-1800,145.0,-110,17.0,-110,1150,145.0,-110
2018-11-06,Michigan,63,44,NorfolkSt,-26.0,-110,-21500,142.0,-110,26.0,-110,5500,142.0,-110
2018-11-06,Marquette,67,42,MDBaltimoreCo,-21.0,-110,-4500,146.0,-110,21.0,-110,2250,146.0,-110
2018-11-06,DenverU,62,50,Maine,-14.5,-110,-1333,141.0,-110,14.5,-110,875,141.0,-110
2018-11-06,LoyolaChicago,76,45,UMKC,-18.0,-110,-3250,144.0,-110,18.0,-110,1625,144.0,-110
2018-11-06,Baylor,69,72,TexasSouthern,-20.5,-110,-7000,147.0,-110,20.5,-110,3000,147.0,-110
2018-11-06,NewMexicoState,73,56,NorthDakotaState,-12.0,-110,-900,141.0,-110,12.0,-110,600,141.0,-110
2018-11-06,SanDiegoState,76,60,ArkPineBluff,-25.5,-110,-21500,143.0,-110,25.5,-110,8000,143.0,-110
2018-11-06,Stanford,96,74,SeattleU,-13.0,-110,-1100,147.5,-110,13.0,-110,700,147.5,-110
2018-11-06,USC,83,62,RobertMorris,-19.0,-110,-3500,143.5,-110,19.0,-110,1750,143.5,-110
2018-11-06,Alabama,82,62,Southern,-27.0,-110,-25000,139.5,-110,27.0,-110,9000,139.5,-110
2018-11-06,Nebraska,106,37,MissValleySt,-33.5,-110,-66000,149.0,-110,33.5,-110,22000,149.0,-110
2018-11-06,NCState,105,55,MountStMarys,-26.5,-110,-21500,151.0,-110,26.5,-110,8000,151.0,-110
2018-11-06,Samford,91,74,NorthAlabama,-7.0,-110,-325,148.0,-110,7.0,-110,265,148.0,-110
2018-11-06,St.Johns,76,55,LoyolaMaryland,-25.5,-110,-21500,148.0,-110,25.5,-110,8000,148.0,-110
2018-11-06,IndianaU,104,55,ChicagoSt,-35.5,-110,-90000,147.0,-110,35.5,-110,30000,147.0,-110
2018-11-06,RhodeIsland,97,63,Bryant,-17.0,-110,-1600,149.0,-110,17.0,-110,1050,149.0,-110
2018-11-06,VaCommonwealth,69,57,GardnerWebb,-14.5,-110,-1350,150.0,-110,14.5,-110,885,150.0,-110
2018-11-06,CollCharleston,85,73,Presbyterian,-19.0,-110,-3250,136.0,-110,19.0,-110,1625,136.0,-110
2018-11-06,Army,73,69,Marist,-4.0,-110,-200,146.0,-110,4.0,-110,170,146.0,-110
2018-11-06,SouthCarolina,65,52,USCUpstate,-25.0,-110,-10000,148.0,-110,25.0,-110,4000,148.0,-110
2018-11-06,SouthFlorida,80,63,AlabamaA&M,-17.5,-110,-2150,137.0,-110,17.5,-110,1300,137.0,-110
2018-11-06,GeoWashington,74,77,StonyBrook,-5.0,-110,-230,140.0,-110,5.0,-110,190,140.0,-110
2018-11-06,SetonHall,89,49,Wagner,-16.5,-110,-2150,145.0,-110,16.5,-110,1300,145.0,-110
2018-11-06,Jacksonville,50,65,FloridaA&M,-13.0,-110,-800,144.0,-110,13.0,-110,550,144.0,-110
2018-11-06,Hartford,68,75,CentralConn,-12.5,-110,-900,144.0,-110,12.5,-110,600,144.0,-110
2018-11-06,Villanova,100,77,MorganState,-36.5,-110,-87000,150.0,-110,36.5,-110,29000,150.0,-110
2018-11-06,Massachusetts,83,75,UMassLowell,-13.5,-110,-1100,152.5,-110,13.5,-110,700,152.5,-110
2018-11-06,IllinoisState,74,66,FlaGulfCoast,-11.5,-110,-900,148.5,-110,11.5,-110,600,148.5,-110
2018-11-06,Colgate,78,81,NJIT,-2.0,-110,-125,142.0,-110,2.0,-110,105,142.0,-110
2018-11-06,HolyCross,93,81,SacredHeart,-11.5,-110,-700,137.0,-110,11.5,-110,500,137.0,-110
2018-11-06,NCGreensboro,74,66,N.CarolinaA&T,-17.5,-110,-1800,152.0,-110,17.5,-110,1150,152.0,-110
2018-11-06,Campbell,97,93,NCWilmington,-1.0,-110,-118,155.0,-110,1.0,-110,-102,155.0,-110
2018-11-06,TexasTech,87,37,IncarnateWord,-33.5,-110,-63000,144.0,-110,33.5,-110,21000,144.0,-110
2018-04-02,Villanova,79,62,Michigan,-6.5,-110,-330,145.0,-110,6.5,-110,267,145.0,-110
2018-03-31,Michigan,69,57,LoyolaChicago,-5.5,-110,-270,128.5,-110,5.5,-110,220,128.5,-110
2018-03-31,Villanova,95,79,Kansas,-4.5,-110,-230,154.5,-110,4.5,-110,185,154.5,-110
2018-03-30,No.Colorado,76,71,IllinoisChicago,-9.5,-110,-550,158.0,-110,9.5,-110,400,158.0,-110
2018-03-30,NorthTexas,88,77,SanFrancisco,-5.0,-110,-220,140.0,-110,5.0,-110,180,140.0,-110
2018-03-29,PennState,82,66,UtahU,-4.0,-110,-200,135.5,-110,4.0,-110,170,135.5,-110
2018-03-28,No.Colorado,99,80,SamHoustonSt,-10.5,-110,-650,151.0,-110,10.5,-110,450,151.0,-110
2018-03-28,Liberty,51,67,IllinoisChicago,-5.0,-110,-220,143.5,-110,5.0,-110,180,143.5,-110
2018-03-28,NorthTexas,69,55,SanFrancisco,-3.5,-110,-180,143.5,-110,3.5,-110,150,143.5,-110
2018-03-27,PennState,75,60,MississippiSt,-3.0,-110,-160,136.0,-110,3.0,-110,140,136.0,-110
2018-03-27,WesternKentucky,64,69,UtahU,-2.0,-110,-135,140.0,-110,2.0,-110,115,140.0,-110
2018-03-26,SanFrancisco,72,62,NorthTexas,-4.0,-110,-200,145.5,-110,4.0,-110,170,145.5,-110
2018-03-25,Villanova,71,59,TexasTech,-6.5,-110,-350,146.0,-110,6.5,-110,275,146.0,-110
2018-03-25,Duke,81,85,Kansas,-3.5,-110,-180,156.5,-110,3.5,-110,150,156.5,-110
2018-03-24,Liberty,84,71,CentralMichigan,-3.5,-110,-180,143.0,-110,3.5,-110,150,143.0,-110
2018-03-24,Michigan,58,54,FloridaState,-4.5,-110,-210,144.5,-110,4.5,-110,175,144.5,-110
2018-03-24,KansasState,62,78,LoyolaChicago,-1.5,-110,-130,126.0,-110,1.5,-110,110,126.0,-110
2018-03-23,Kansas,80,76,Clemson,-5.0,-110,-220,144.0,-110,5.0,-110,180,144.0,-110
2018-03-23,Duke,69,65,Syracuse,-11.0,-110,-750,131.5,-110,11.0,-110,525,131.5,-110
2018-03-23,Purdue,65,78,TexasTech,-2.0,-110,-130,137.5,-110,2.0,-110,110,137.5,-110
2018-03-23,Villanova,90,78,WestVirginia,-5.5,-110,-265,152.5,-110,5.5,-110,215,152.5,-110
2018-03-22,Michigan,99,72,TexasA&M,-2.5,-110,-155,136.0,-110,2.5,-110,135,136.0,-110
2018-03-22,Nevada,68,69,LoyolaChicago,-1.5,-110,-130,144.5,-110,1.5,-110,110,144.5,-110
2018-03-22,Kentucky,58,61,KansasState,-5.5,-110,-290,137.0,-110,5.5,-110,235,137.0,-110
2018-03-22,Gonzaga,60,75,FloridaState,-6.0,-110,-260,153.5,-110,6.0,-110,210,153.5,-110
2018-03-22,SanFrancisco,65,62,Campbell,-9.5,-110,-550,146.5,-110,9.5,-110,400,146.5,-110
2018-03-22,TexSanAntonio,69,76,SamHoustonSt,-5.0,-110,-240,148.0,-110,5.0,-110,190,148.0,-110
2018-03-21,NorthTexas,90,68,JacksonvilleSt,-1.0,-110,-120,140.5,-110,1.0,-110,100,140.5,-110
2018-03-21,SanDiego,75,86,No.Colorado,-4.5,-110,-200,147.5,-110,4.5,-110,170,147.5,-110
2018-03-21,AustinPeay,81,83,IllinoisChicago,-4.5,-110,-200,154.5,-110,4.5,-110,170,154.5,-110
2018-03-21,SaintMarysCA,58,67,UtahU,-6.5,-110,-310,141.0,-110,6.5,-110,250,141.0,-110
2018-03-21,OklahomaState,84,92,WesternKentucky,-6.5,-110,-300,150.5,-110,6.5,-110,240,150.5,-110
2018-03-20,Louisville,56,79,MississippiSt,-6.0,-110,-265,144.0,-110,6.0,-110,215,144.0,-110
2018-03-20,Marquette,80,85,PennState,-2.5,-110,-150,150.5,-110,2.5,-110,130,150.5,-110
2018-03-19,USC,75,79,WesternKentucky,-4.5,-110,-210,152.0,-110,4.5,-110,175,152.0,-110
2018-03-19,OklahomaState,71,65,Stanford,-8.5,-110,-500,154.5,-110,8.5,-110,375,154.5,-110
2018-03-19,UtahU,95,71,LSU,-5.0,-110,-220,148.5,-110,5.0,-110,180,148.5,-110
2018-03-19,SaintMarysCA,85,81,WashingtonU,-11.0,-110,-650,143.0,-110,11.0,-110,450,143.0,-110
2018-03-19,Mercer,67,96,NorthTexas,-2.5,-110,-150,144.0,-110,2.5,-110,130,144.0,-110
2018-03-19,Campbell,71,69,NewOrleansU,-7.0,-110,-330,147.0,-110,7.0,-110,260,147.0,-110
2018-03-19,JacksonvilleSt,80,59,CentralArkansas,-2.5,-110,-145,150.5,-110,2.5,-110,125,150.5,-110
2018-03-19,SanFrancisco,78,73,UtahValley,-2.0,-110,-145,142.5,-110,2.0,-110,125,142.5,-110
2018-03-19,EasternMichigan,62,69,SamHoustonSt,-1.5,-110,-130,135.5,-110,1.5,-110,110,135.5,-110
2018-03-18,Xavier,70,75,FloridaState,-5.5,-110,-250,157.5,-110,5.5,-110,200,157.5,-110
2018-03-18,NorthCarolina,65,86,TexasA&M,-7.5,-110,-420,151.5,-110,7.5,-110,320,151.5,-110
2018-03-18,KansasState,50,43,MDBaltimoreCo,-10.0,-110,-450,135.5,-110,10.0,-110,350,135.5,-110
2018-03-18,Purdue,76,73,Butler,-4.0,-110,-200,144.5,-110,4.0,-110,170,144.5,-110
2018-03-18,MichiganState,53,55,Syracuse,-10.0,-110,-600,127.0,-110,10.0,-110,425,127.0,-110
2018-03-18,Cincinnati,73,75,Nevada,-8.5,-110,-470,140.5,-110,8.5,-110,360,140.5,-110
2018-03-18,Louisville,84,68,MiddleTennSt,-4.5,-110,-200,142.5,-110,4.5,-110,170,142.5,-110
2018-03-18,WestVirginia,94,71,Marshall,-12.5,-110,-900,156.5,-110,12.5,-110,600,156.5,-110
2018-03-18,Marquette,101,92,Oregon,-5.0,-110,-220,150.5,-110,5.0,-110,180,150.5,-110
2018-03-18,No.Colorado,81,72,Drake,-7.0,-110,-330,154.5,-110,7.0,-110,260,154.5,-110
2018-03-18,Auburn,53,84,Clemson,-1.5,-110,-125,147.0,-110,1.5,-110,105,147.0,-110
2018-03-18,Baylor,77,78,MississippiSt,-5.5,-110,-250,134.0,-110,5.5,-110,200,134.0,-110
2018-03-17,Tennessee,62,63,LoyolaChicago,-5.0,-110,-240,131.5,-110,5.0,-110,190,131.5,-110
2018-03-17,Duke,87,62,RhodeIsland,-9.5,-110,-600,148.5,-110,9.5,-110,425,148.5,-110
2018-03-17,Kansas,83,79,SetonHall,-4.5,-110,-220,155.0,-110,4.5,-110,180,155.0,-110
2018-03-17,Michigan,64,63,HoustonU,-4.0,-110,-200,135.0,-110,4.0,-110,170,135.0,-110
2018-03-17,Villanova,81,58,Alabama,-11.5,-110,-900,149.5,-110,11.5,-110,600,149.5,-110
2018-03-17,TexasTech,69,66,Florida,-1.0,-110,-120,133.5,-110,1.0,-110,100,133.5,-110
2018-03-17,Gonzaga,90,84,OhioState,-4.5,-110,-220,143.5,-110,4.5,-110,180,143.5,-110
2018-03-17,Kentucky,95,75,Buffalo,-5.5,-110,-260,154.5,-110,5.5,-110,210,154.5,-110
2018-03-17,NotreDame,63,73,PennState,-6.0,-110,-260,140.0,-110,6.0,-110,210,140.0,-110
2018-03-17,SanDiego,67,64,PortlandState,-6.5,-110,-300,156.5,-110,6.5,-110,240,156.5,-110
2018-03-16,TCU,52,57,Syracuse,-4.5,-110,-200,135.0,-110,4.5,-110,170,135.0,-110
2018-03-16,Wofford,94,98,CentralMichigan,-5.5,-110,-245,149.5,-110,5.5,-110,203,149.5,-110
2018-03-16,Virginia,54,74,MDBaltimoreCo,-21.0,-110,-5500,119.5,-110,21.0,-110,2028,119.5,-110
2018-03-16,Creighton,59,69,KansasState,-2.5,-110,-138,144.0,-110,2.5,-110,119,144.0,-110
2018-03-16,TexasA&M,73,69,Providence,-2.5,-110,-145,138.5,-110,2.5,-110,125,138.5,-110
2018-03-16,NorthCarolina,84,66,Lipscomb,-22.0,-110,-6500,166.5,-110,22.0,-110,2158,166.5,-110
2018-03-16,Butler,79,62,Arkansas,-2.0,-110,-140,150.5,-110,2.0,-110,120,150.5,-110
2018-03-16,Purdue,74,48,CSFullerton,-20.5,-110,-5500,145.0,-110,20.5,-110,2028,145.0,-110
2018-03-16,Nevada,87,83,Texas,-0.0,-110,-115,143.5,-110,0.0,-110,-105,143.5,-110
2018-03-16,MichiganState,82,78,Bucknell,-14.5,-110,-1600,151.0,-110,14.5,-110,912,151.0,-110
2018-03-16,Cincinnati,68,53,GeorgiaState,-14.0,-110,-1700,129.5,-110,14.0,-110,947,129.5,-110
2018-03-16,FloridaState,67,54,Missouri,-1.0,-110,-120,147.5,-110,1.0,-110,100,147.5,-110
2018-03-16,WestVirginia,85,68,MurrayState,-10.0,-110,-600,145.5,-110,10.0,-110,447,145.5,-110
2018-03-16,WichitaState,75,81,Marshall,-13.5,-110,-1400,167.0,-110,13.5,-110,837,167.0,-110
2018-03-16,Clemson,79,68,NewMexicoState,-3.5,-110,-178,133.0,-110,3.5,-110,153,133.0,-110
2018-03-16,Auburn,62,58,CollCharleston,-9.5,-110,-432,148.0,-110,9.5,-110,339,148.0,-110
2018-03-16,Xavier,102,83,TexasSouthern,-19.5,-110,-6500,161.0,-110,19.5,-110,2158,161.0,-110
2018-03-15,MiamiFlorida,62,64,LoyolaChicago,-1.5,-110,-131,132.5,-110,1.5,-110,109,132.5,-110
2018-03-15,Villanova,87,61,Radford,-22.5,-110,-7500,138.5,-110,22.5,-110,1781,138.5,-110
2018-03-15,VirginiaTech,83,86,Alabama,-2.5,-110,-155,141.0,-110,2.5,-110,135,141.0,-110
2018-03-15,RhodeIsland,83,78,Oklahoma,-1.5,-110,-127,158.5,-110,1.5,-110,107,158.5,-110
2018-03-15,Duke,89,67,Iona,-21.0,-110,-500000,160.5,-110,21.0,-110,499980,160.5,-110
2018-03-15,Kansas,76,60,Pennsylvania,-13.5,-110,-1450,146.0,-110,13.5,-110,857,146.0,-110
2018-03-15,SetonHall,94,83,NCState,-3.5,-110,-173,158.5,-110,3.5,-110,150,158.5,-110
2018-03-15,HoustonU,67,65,SanDiegoState,-4.0,-110,-205,140.0,-110,4.0,-110,172,140.0,-110
2018-03-15,Michigan,61,47,Montana,-10.0,-110,-611,134.0,-110,10.0,-110,454,134.0,-110
2018-03-15,Tennessee,73,47,WrightState,-11.5,-110,-800,129.0,-110,11.5,-110,562,129.0,-110
2018-03-15,TexasTech,70,60,StephenF.Austin,-11.0,-110,-825,137.0,-110,11.0,-110,575,137.0,-110
2018-03-15,Kentucky,78,73,Davidson,-4.5,-110,-223,141.0,-110,4.5,-110,186,141.0,-110
2018-03-15,Arizona,68,89,Buffalo,-9.0,-110,-590,157.5,-110,9.0,-110,441,157.5,-110
2018-03-15,OhioState,81,73,SouthDakotaState,-8.0,-110,-390,149.0,-110,8.0,-110,310,149.0,-110
2018-03-15,Gonzaga,68,64,NCGreensboro,-12.5,-110,-1000,135.0,-110,12.5,-110,664,135.0,-110
2018-03-15,AustinPeay,80,66,ULMonroe,-5.0,-110,-220,144.5,-110,5.0,-110,184,144.5,-110
2018-03-15,Florida,77,62,St.Bonaventure,-6.0,-110,-290,143.0,-110,6.0,-110,237,143.0,-110
2018-03-14,PennState,63,57,Temple,-9.5,-110,-550,144.5,-110,9.5,-110,400,144.5,-110
2018-03-14,Stanford,86,83,BYU,-3.0,-110,-150,149.5,-110,3.0,-110,130,149.5,-110
2018-03-14,MississippiSt,66,59,Nebraska,-4.5,-110,-200,142.5,-110,4.5,-110,170,142.5,-110
2018-03-14,TexasSouthern,64,46,NCCentral,-4.5,-110,-220,146.5,-110,4.5,-110,180,146.5,-110
2018-03-14,LSU,84,76,ULLafayette,-3.5,-110,-170,160.5,-110,3.5,-110,145,160.5,-110
2018-03-14,Marquette,67,60,Harvard,-12.5,-110,-1100,146.5,-110,12.5,-110,700,146.5,-110
2018-03-14,ArizonaState,56,60,Syracuse,-1.0,-110,-120,139.5,-110,1.0,-110,100,139.5,-110
2018-03-14,SanFrancisco,72,68,Colgate,-7.0,-110,-310,140.0,-110,7.0,-110,250,140.0,-110
2018-03-14,BoiseState,74,77,WashingtonU,-2.5,-110,-145,148.0,-110,2.5,-110,125,148.0,-110
2018-03-14,UtahU,69,59,UCDavis,-12.5,-110,-1100,139.5,-110,12.5,-110,700,139.5,-110
2018-03-14,SouthDakota,77,90,NorthTexas,-11.5,-110,-850,148.0,-110,11.5,-110,575,148.0,-110
2018-03-14,Campbell,97,87,MiamiOhio,-3.5,-110,-180,144.0,-110,3.5,-110,150,144.0,-110
2018-03-14,NewOrleansU,77,74,UTRioGrandeValley,-3.0,-110,-160,154.0,-110,3.0,-110,140,154.0,-110
2018-03-14,SeattleU,90,92,CentralArkansas,-6.0,-110,-280,159.5,-110,6.0,-110,230,159.5,-110
2018-03-14,Canisius,78,80,JacksonvilleSt,-4.5,-110,-210,144.0,-110,4.5,-110,175,144.0,-110
2018-03-14,IllinoisChicago,84,61,St.FrancisPA,-5.0,-110,-220,156.5,-110,5.0,-110,180,156.5,-110
2018-03-14,EasternMichigan,83,65,Niagara,-8.5,-110,-425,153.5,-110,8.5,-110,325,153.5,-110
2018-03-14,TexSanAntonio,76,69,Lamar,-3.0,-110,-150,150.5,-110,3.0,-110,130,150.5,-110
2018-03-14,GrandCanyon,73,78,Mercer,-6.5,-110,-300,142.0,-110,6.5,-110,240,142.0,-110
2018-03-13,WesternKentucky,79,62,BostonCollege,-4.0,-110,-190,159.5,-110,4.0,-110,160,159.5,-110
2018-03-13,Radford,71,61,LongIsland,-5.0,-110,-250,136.5,-110,5.0,-110,200,136.5,-110
2018-03-13,UCLA,58,65,St.Bonaventure,-3.0,-110,-155,156.5,-110,3.0,-110,135,156.5,-110
2018-03-13,Louisville,66,58,NorthernKentucky,-7.5,-110,-380,148.0,-110,7.5,-110,290,148.0,-110
2018-03-13,Baylor,80,59,Wagner,-13.0,-110,-1200,138.5,-110,13.0,-110,750,138.5,-110
2018-03-13,MiddleTennSt,91,64,Vermont,-6.0,-110,-270,137.0,-110,6.0,-110,220,137.0,-110
2018-03-13,Oregon,99,86,Rider,-10.5,-110,-750,159.5,-110,10.5,-110,525,159.5,-110
2018-03-13,OklahomaState,80,68,FlaGulfCoast,-11.0,-110,-700,161.0,-110,11.0,-110,500,161.0,-110
2018-03-13,NotreDame,84,63,Hampton,-19.5,-110,-4750,152.0,-110,19.5,-110,2375,152.0,-110
2018-03-13,SaintMarysCA,89,45,SELouisiana,-14.5,-110,-1600,139.5,-110,14.5,-110,900,139.5,-110
2018-03-13,USC,103,98,NCAsheville,-14.0,-110,-1400,151.5,-110,14.0,-110,925,151.5,-110
2018-03-13,UtahValley,87,65,E.Washington,-6.0,-110,-280,148.0,-110,6.0,-110,230,148.0,-110
2018-03-12,Drake,80,73,AbileneChristian,-8.5,-110,-450,151.0,-110,8.5,-110,350,151.0,-110
2018-03-12,IPFW,89,94,CentralMichigan,-5.5,-110,-250,163.5,-110,5.5,-110,200,163.5,-110
2018-03-12,SanDiego,88,72,Hartford,-10.0,-110,-550,138.0,-110,10.0,-110,400,138.0,-110
2018-03-12,Liberty,65,52,N.CarolinaA&T,-12.0,-110,-900,140.0,-110,12.0,-110,600,140.0,-110
2018-03-11,GeorgiaState,74,61,UTArlington,-2.0,-110,-130,144.0,-110,2.0,-110,110,144.0,-110
2018-03-11,Tennessee,72,77,Kentucky,-1.5,-110,-130,136.5,-110,1.5,-110,110,136.5,-110
2018-03-11,RhodeIsland,57,58,Davidson,-2.0,-110,-140,138.0,-110,2.0,-110,120,138.0,-110
2018-03-11,Pennsylvania,68,65,Harvard,-2.5,-110,-145,132.0,-110,2.5,-110,125,132.0,-110
2018-03-11,Cincinnati,56,55,HoustonU,-4.5,-110,-210,132.5,-110,4.5,-110,175,132.5,-110
2018-03-10,Davidson,82,70,St.Bonaventure,-3.0,-110,-170,143.5,-110,3.0,-110,145,143.5,-110
2018-03-10,Pennsylvania,80,57,Yale,-5.0,-110,-240,143.5,-110,5.0,-110,190,143.5,-110
2018-03-10,Harvard,74,55,Cornell,-5.5,-110,-265,138.5,-110,5.5,-110,215,138.5,-110
2018-03-10,Tennessee,84,66,Arkansas,-3.0,-110,-160,144.0,-110,3.0,-110,140,144.0,-110
2018-03-10,Kentucky,86,63,Alabama,-4.5,-110,-220,139.5,-110,4.5,-110,180,139.5,-110
2018-03-10,GeorgiaState,73,67,GeorgiaSouthern,-4.5,-110,-220,142.5,-110,4.5,-110,180,142.5,-110
2018-03-10,WichitaState,74,77,HoustonU,-3.0,-110,-185,149.5,-110,3.0,-110,155,149.5,-110
2018-03-10,Cincinnati,70,60,MemphisU,-17.5,-110,-3000,128.5,-110,17.5,-110,1200,128.5,-110
2018-03-10,SanDiegoState,82,75,NewMexico,-4.0,-110,-210,149.5,-110,4.0,-110,175,149.5,-110
2018-03-10,ULLafayette,68,71,UTArlington,-7.0,-110,-360,159.0,-110,7.0,-110,280,159.0,-110
2018-03-10,WestVirginia,70,81,Kansas,-1.5,-110,-130,147.0,-110,1.5,-110,110,147.0,-110
2018-03-10,RhodeIsland,90,87,St.Josephs,-8.5,-110,-440,140.5,-110,8.5,-110,340,140.5,-110
2018-03-10,Villanova,76,66,Providence,-13.0,-110,-1400,144.5,-110,13.0,-110,800,144.5,-110
2018-03-10,Vermont,62,65,MDBaltimoreCo,-10.5,-110,-650,130.5,-110,10.5,-110,450,130.5,-110
2018-03-10,Buffalo,76,66,Toledo,-7.5,-110,-350,158.0,-110,7.5,-110,275,158.0,-110
2018-03-10,NewMexicoState,72,58,GrandCanyon,-4.5,-110,-230,135.5,-110,4.5,-110,185,135.5,-110
2018-03-10,TexasSouthern,84,69,ArkPineBluff,-6.0,-110,-270,143.0,-110,6.0,-110,220,143.0,-110
2018-03-10,Hampton,63,71,NCCentral,-4.0,-110,-195,139.5,-110,4.0,-110,165,139.5,-110
